ISIN,Position,PortfolioName,InvestorName
US36467J1088,1000,WebPortfolio,WebInvestor
US36467W1099,1000,WebPortfolio,WebInvestor
US3647601083,1000,WebPortfolio,WebInvestor
US3666511072,1000,WebPortfolio,WebInvestor
US3695501086,1000,WebPortfolio,WebInvestor
US3696041033,1000,WebPortfolio,WebInvestor
US3703341046,1000,WebPortfolio,WebInvestor
US37045V1008,1000,WebPortfolio,WebInvestor
US3724601055,1000,WebPortfolio,WebInvestor
US37247D1063,1000,WebPortfolio,WebInvestor
US3755581036,1000,WebPortfolio,WebInvestor
US37940X1028,1000,WebPortfolio,WebInvestor
US38141G1040,1000,WebPortfolio,WebInvestor
US3825501014,1000,WebPortfolio,WebInvestor
US3841091040,1000,WebPortfolio,WebInvestor
US3848021040,1000,WebPortfolio,WebInvestor
US3914161043,1000,WebPortfolio,WebInvestor
US3932221043,1000,WebPortfolio,WebInvestor
US40412C1018,1000,WebPortfolio,WebInvestor
US40414L1098,1000,WebPortfolio,WebInvestor
US40434L1052,1000,WebPortfolio,WebInvestor
US4062161017,1000,WebPortfolio,WebInvestor
US4103451021,1000,WebPortfolio,WebInvestor
US41068X1000,1000,WebPortfolio,WebInvestor
US4128221086,1000,WebPortfolio,WebInvestor
US4130861093,1000,WebPortfolio,WebInvestor
US4138751056,1000,WebPortfolio,WebInvestor
US4165151048,1000,WebPortfolio,WebInvestor
US4180561072,1000,WebPortfolio,WebInvestor
US4234521015,1000,WebPortfolio,WebInvestor
US4278661081,1000,WebPortfolio,WebInvestor
US42809H1077,1000,WebPortfolio,WebInvestor
US42824C1099,1000,WebPortfolio,WebInvestor
US4361061082,1000,WebPortfolio,WebInvestor
US4364401012,1000,WebPortfolio,WebInvestor
US4370761029,1000,WebPortfolio,WebInvestor
US4385161066,1000,WebPortfolio,WebInvestor
US44107P1049,1000,WebPortfolio,WebInvestor
US4448591028,1000,WebPortfolio,WebInvestor
US4461501045,1000,WebPortfolio,WebInvestor
US45168D1046,1000,WebPortfolio,WebInvestor
US4523081093,1000,WebPortfolio,WebInvestor
US4523271090,1000,WebPortfolio,WebInvestor
US45337C1027,1000,WebPortfolio,WebInvestor
US4567881085,1000,WebPortfolio,WebInvestor
US4581401001,1000,WebPortfolio,WebInvestor
US45866F1049,1000,WebPortfolio,WebInvestor
US4592001014,1000,WebPortfolio,WebInvestor
US4595061015,1000,WebPortfolio,WebInvestor
US4601461035,1000,WebPortfolio,WebInvestor
US4606901001,1000,WebPortfolio,WebInvestor
US4612021034,1000,WebPortfolio,WebInvestor
US46120E6023,1000,WebPortfolio,WebInvestor
US4622221004,1000,WebPortfolio,WebInvestor
US46284V1017,1000,WebPortfolio,WebInvestor
US4657411066,1000,WebPortfolio,WebInvestor
US46625H1005,1000,WebPortfolio,WebInvestor
US4698141078,1000,WebPortfolio,WebInvestor
US4781601046,1000,WebPortfolio,WebInvestor
US48020Q1076,1000,WebPortfolio,WebInvestor
US48203R1041,1000,WebPortfolio,WebInvestor
US4824801009,1000,WebPortfolio,WebInvestor
US4851703029,1000,WebPortfolio,WebInvestor
US4878361082,1000,WebPortfolio,WebInvestor
US4932671088,1000,WebPortfolio,WebInvestor
US4943681035,1000,WebPortfolio,WebInvestor
US49446R1095,1000,WebPortfolio,WebInvestor
US49456B1017,1000,WebPortfolio,WebInvestor
US5002551043,1000,WebPortfolio,WebInvestor
US5007541064,1000,WebPortfolio,WebInvestor
US5010441013,1000,WebPortfolio,WebInvestor
US5017971046,1000,WebPortfolio,WebInvestor
US5018892084,1000,WebPortfolio,WebInvestor
US50540R4092,1000,WebPortfolio,WebInvestor
US5128071082,1000,WebPortfolio,WebInvestor
US5178341070,1000,WebPortfolio,WebInvestor
US5184391044,1000,WebPortfolio,WebInvestor
US5218652049,1000,WebPortfolio,WebInvestor
US5249011058,1000,WebPortfolio,WebInvestor
US5253271028,1000,WebPortfolio,WebInvestor
US5260571048,1000,WebPortfolio,WebInvestor
US52729N3089,1000,WebPortfolio,WebInvestor
US5303073051,1000,WebPortfolio,WebInvestor
US53071M1045,1000,WebPortfolio,WebInvestor
US5311721048,1000,WebPortfolio,WebInvestor
US5312294094,1000,WebPortfolio,WebInvestor
US5312296073,1000,WebPortfolio,WebInvestor
US5324571083,1000,WebPortfolio,WebInvestor
US5341871094,1000,WebPortfolio,WebInvestor
US5356781063,1000,WebPortfolio,WebInvestor
US5398301094,1000,WebPortfolio,WebInvestor
US5404241086,1000,WebPortfolio,WebInvestor
US5486611073,1000,WebPortfolio,WebInvestor
US5500211090,1000,WebPortfolio,WebInvestor
US55261F1049,1000,WebPortfolio,WebInvestor
US5529531015,1000,WebPortfolio,WebInvestor
US55354G1004,1000,WebPortfolio,WebInvestor
US5543821012,1000,WebPortfolio,WebInvestor
US55616P1049,1000,WebPortfolio,WebInvestor
US5627501092,1000,WebPortfolio,WebInvestor
US56418H1005,1000,WebPortfolio,WebInvestor
US5658491064,1000,WebPortfolio,WebInvestor
US56585A1025,1000,WebPortfolio,WebInvestor
US5717481023,1000,WebPortfolio,WebInvestor
US5719032022,1000,WebPortfolio,WebInvestor
US5745991068,1000,WebPortfolio,WebInvestor
US57636Q1040,1000,WebPortfolio,WebInvestor
US5770811025,1000,WebPortfolio,WebInvestor
US57772K1016,1000,WebPortfolio,WebInvestor
US5797802064,1000,WebPortfolio,WebInvestor
US5801351017,1000,WebPortfolio,WebInvestor
US58155Q1031,1000,WebPortfolio,WebInvestor
US58502B1061,1000,WebPortfolio,WebInvestor
US5854641009,1000,WebPortfolio,WebInvestor
US58933Y1055,1000,WebPortfolio,WebInvestor
US59156R1086,1000,WebPortfolio,WebInvestor
US5926881054,1000,WebPortfolio,WebInvestor
US5949181045,1000,WebPortfolio,WebInvestor
US5950171042,1000,WebPortfolio,WebInvestor
US5951121038,1000,WebPortfolio,WebInvestor
US59522J1034,1000,WebPortfolio,WebInvestor
US6081901042,1000,WebPortfolio,WebInvestor
US60871R2094,1000,WebPortfolio,WebInvestor
US6092071058,1000,WebPortfolio,WebInvestor
US61166W1018,1000,WebPortfolio,WebInvestor
US61174X1090,1000,WebPortfolio,WebInvestor
US6153691059,1000,WebPortfolio,WebInvestor
US6174464486,1000,WebPortfolio,WebInvestor
US61945C1036,1000,WebPortfolio,WebInvestor
US6200763075,1000,WebPortfolio,WebInvestor
US6267171022,1000,WebPortfolio,WebInvestor
US6311031081,1000,WebPortfolio,WebInvestor
US6370711011,1000,WebPortfolio,WebInvestor
US63938C1080,1000,WebPortfolio,WebInvestor
US64110D1046,1000,WebPortfolio,WebInvestor
US64110L1061,1000,WebPortfolio,WebInvestor
US64828T2015,1000,WebPortfolio,WebInvestor
US6494451031,1000,WebPortfolio,WebInvestor
US6512291062,1000,WebPortfolio,WebInvestor
US6512901082,1000,WebPortfolio,WebInvestor
US6516391066,1000,WebPortfolio,WebInvestor
US65249B1098,1000,WebPortfolio,WebInvestor
US65339F1012,1000,WebPortfolio,WebInvestor
US6536561086,1000,WebPortfolio,WebInvestor
US6541061031,1000,WebPortfolio,WebInvestor
US65473P1057,1000,WebPortfolio,WebInvestor
US6550441058,1000,WebPortfolio,WebInvestor
US6556641008,1000,WebPortfolio,WebInvestor
US6558441084,1000,WebPortfolio,WebInvestor
US6658591044,1000,WebPortfolio,WebInvestor
US6668071029,1000,WebPortfolio,WebInvestor
US67020Y1001,1000,WebPortfolio,WebInvestor
US6703461052,1000,WebPortfolio,WebInvestor
US67066G1040,1000,WebPortfolio,WebInvestor
US6708371033,1000,WebPortfolio,WebInvestor
US67103H1077,1000,WebPortfolio,WebInvestor
US6745991058,1000,WebPortfolio,WebInvestor
US6752321025,1000,WebPortfolio,WebInvestor
US6757463095,1000,WebPortfolio,WebInvestor
US6819191064,1000,WebPortfolio,WebInvestor
US6826801036,1000,WebPortfolio,WebInvestor
US68389X1054,1000,WebPortfolio,WebInvestor
US6866881021,1000,WebPortfolio,WebInvestor
US69331C1080,1000,WebPortfolio,WebInvestor
US6934751057,1000,WebPortfolio,WebInvestor
US6935061076,1000,WebPortfolio,WebInvestor
US69351T1060,1000,WebPortfolio,WebInvestor
US6936561009,1000,WebPortfolio,WebInvestor
US6937181088,1000,WebPortfolio,WebInvestor
US6951561090,1000,WebPortfolio,WebInvestor
US6974351057,1000,WebPortfolio,WebInvestor
US7010941042,1000,WebPortfolio,WebInvestor
US70338P1003,1000,WebPortfolio,WebInvestor
US7033951036,1000,WebPortfolio,WebInvestor
US7043261079,1000,WebPortfolio,WebInvestor
US70450Y1038,1000,WebPortfolio,WebInvestor
US7081601061,1000,WebPortfolio,WebInvestor
US7127041058,1000,WebPortfolio,WebInvestor
US7134481081,1000,WebPortfolio,WebInvestor
US7170811035,1000,WebPortfolio,WebInvestor
US7181721090,1000,WebPortfolio,WebInvestor
US7185461040,1000,WebPortfolio,WebInvestor
US7237871071,1000,WebPortfolio,WebInvestor
US7244791007,1000,WebPortfolio,WebInvestor
US7310681025,1000,WebPortfolio,WebInvestor
US74005P1049,1000,WebPortfolio,WebInvestor
US74144T1088,1000,WebPortfolio,WebInvestor
US7415034039,1000,WebPortfolio,WebInvestor
US74251V1026,1000,WebPortfolio,WebInvestor
US7427181091,1000,WebPortfolio,WebInvestor
US7433151039,1000,WebPortfolio,WebInvestor
US74340W1036,1000,WebPortfolio,WebInvestor
US7443201022,1000,WebPortfolio,WebInvestor
US7445731067,1000,WebPortfolio,WebInvestor
US74460D1090,1000,WebPortfolio,WebInvestor
US7458671010,1000,WebPortfolio,WebInvestor
US74587V1070,1000,WebPortfolio,WebInvestor
US74733V1008,1000,WebPortfolio,WebInvestor
US74736K1016,1000,WebPortfolio,WebInvestor
US7475251036,1000,WebPortfolio,WebInvestor
US74762E1029,1000,WebPortfolio,WebInvestor
US74834L1008,1000,WebPortfolio,WebInvestor
US74876Y1010,1000,WebPortfolio,WebInvestor
US7496601060,1000,WebPortfolio,WebInvestor
US7502361014,1000,WebPortfolio,WebInvestor
US7512121010,1000,WebPortfolio,WebInvestor
US75281A1097,1000,WebPortfolio,WebInvestor
US7547301090,1000,WebPortfolio,WebInvestor
US7549071030,1000,WebPortfolio,WebInvestor
US7551115071,1000,WebPortfolio,WebInvestor
US75605Y1064,1000,WebPortfolio,WebInvestor
US7561091049,1000,WebPortfolio,WebInvestor
US7565771026,1000,WebPortfolio,WebInvestor
US7588491032,1000,WebPortfolio,WebInvestor
US75886F1075,1000,WebPortfolio,WebInvestor
US7591EP1005,1000,WebPortfolio,WebInvestor
US7611521078,1000,WebPortfolio,WebInvestor
US7617131062,1000,WebPortfolio,WebInvestor
US7677541044,1000,WebPortfolio,WebInvestor
US7703231032,1000,WebPortfolio,WebInvestor
US7739031091,1000,WebPortfolio,WebInvestor
US7743411016,1000,WebPortfolio,WebInvestor
US7766961061,1000,WebPortfolio,WebInvestor
US7782961038,1000,WebPortfolio,WebInvestor
US78409V1044,1000,WebPortfolio,WebInvestor
US7841171033,1000,WebPortfolio,WebInvestor
US78440X1019,1000,WebPortfolio,WebInvestor
US78454L1008,1000,WebPortfolio,WebInvestor
US78573M1045,1000,WebPortfolio,WebInvestor
US7908491035,1000,WebPortfolio,WebInvestor
US79466L3024,1000,WebPortfolio,WebInvestor
US79546E1047,1000,WebPortfolio,WebInvestor
US80589M1027,1000,WebPortfolio,WebInvestor
US8064071025,1000,WebPortfolio,WebInvestor
US8085131055,1000,WebPortfolio,WebInvestor
US8110651010,1000,WebPortfolio,WebInvestor
US81211K1007,1000,WebPortfolio,WebInvestor
US8123501061,1000,WebPortfolio,WebInvestor
US8168511090,1000,WebPortfolio,WebInvestor
US81762P1021,1000,WebPortfolio,WebInvestor
US8243481061,1000,WebPortfolio,WebInvestor
US82669G1040,1000,WebPortfolio,WebInvestor
US82817Q1031,1000,WebPortfolio,WebInvestor
US8288061091,1000,WebPortfolio,WebInvestor
US8292261091,1000,WebPortfolio,WebInvestor
US82968B1035,1000,WebPortfolio,WebInvestor
US83088M1027,1000,WebPortfolio,WebInvestor
US8318652091,1000,WebPortfolio,WebInvestor
US8326964058,1000,WebPortfolio,WebInvestor
US83417M1045,1000,WebPortfolio,WebInvestor
US8425871071,1000,WebPortfolio,WebInvestor
US8447411088,1000,WebPortfolio,WebInvestor
US8475601097,1000,WebPortfolio,WebInvestor
US8486371045,1000,WebPortfolio,WebInvestor
US85207U1051,1000,WebPortfolio,WebInvestor
US8545021011,1000,WebPortfolio,WebInvestor
US8550301027,1000,WebPortfolio,WebInvestor
US8552441094,1000,WebPortfolio,WebInvestor
US8574771031,1000,WebPortfolio,WebInvestor
US8589121081,1000,WebPortfolio,WebInvestor
US8636671013,1000,WebPortfolio,WebInvestor
US86732Y1091,1000,WebPortfolio,WebInvestor
US8676524064,1000,WebPortfolio,WebInvestor
US8679141031,1000,WebPortfolio,WebInvestor
US8715031089,1000,WebPortfolio,WebInvestor
US8716071076,1000,WebPortfolio,WebInvestor
US87165B1035,1000,WebPortfolio,WebInvestor
US8718291078,1000,WebPortfolio,WebInvestor
US87236Y1082,1000,WebPortfolio,WebInvestor
US8725401090,1000,WebPortfolio,WebInvestor
US8725901040,1000,WebPortfolio,WebInvestor
US87336U1051,1000,WebPortfolio,WebInvestor
US87612E1064,1000,WebPortfolio,WebInvestor
US87901J1051,1000,WebPortfolio,WebInvestor
US88076W1036,1000,WebPortfolio,WebInvestor
US88160R1014,1000,WebPortfolio,WebInvestor
US8816242098,1000,WebPortfolio,WebInvestor
US8825081040,1000,WebPortfolio,WebInvestor
US8835561023,1000,WebPortfolio,WebInvestor
US8851601018,1000,WebPortfolio,WebInvestor
US88579Y1010,1000,WebPortfolio,WebInvestor
US8865471085,1000,WebPortfolio,WebInvestor
US8873173038,1000,WebPortfolio,WebInvestor
US8894781033,1000,WebPortfolio,WebInvestor
US8910271043,1000,WebPortfolio,WebInvestor
US8919061098,1000,WebPortfolio,WebInvestor
US8923561067,1000,WebPortfolio,WebInvestor
US89417E1091,1000,WebPortfolio,WebInvestor
US8962391004,1000,WebPortfolio,WebInvestor
US8969452015,1000,WebPortfolio,WebInvestor
US90130A1016,1000,WebPortfolio,WebInvestor
US90130A2006,1000,WebPortfolio,WebInvestor
US90184L1026,1000,WebPortfolio,WebInvestor
US9024941034,1000,WebPortfolio,WebInvestor
US9026531049,1000,WebPortfolio,WebInvestor
US9026811052,1000,WebPortfolio,WebInvestor
US9029733048,1000,WebPortfolio,WebInvestor
US90346E1038,1000,WebPortfolio,WebInvestor
US90384S3031,1000,WebPortfolio,WebInvestor
US9043111072,1000,WebPortfolio,WebInvestor
US9043112062,1000,WebPortfolio,WebInvestor
US9078181081,1000,WebPortfolio,WebInvestor
US9113121068,1000,WebPortfolio,WebInvestor
US9113631090,1000,WebPortfolio,WebInvestor
US9129091081,1000,WebPortfolio,WebInvestor
US9130171096,1000,WebPortfolio,WebInvestor
US91307C1027,1000,WebPortfolio,WebInvestor
US91324P1021,1000,WebPortfolio,WebInvestor
US9139031002,1000,WebPortfolio,WebInvestor
US91529Y1064,1000,WebPortfolio,WebInvestor
US9170471026,1000,WebPortfolio,WebInvestor
US9182041080,1000,WebPortfolio,WebInvestor
US91913Y1001,1000,WebPortfolio,WebInvestor
US9203551042,1000,WebPortfolio,WebInvestor
US92210H1059,1000,WebPortfolio,WebInvestor
US92220P1057,1000,WebPortfolio,WebInvestor
US92276F1003,1000,WebPortfolio,WebInvestor
US92339V1008,1000,WebPortfolio,WebInvestor
US92343E1029,1000,WebPortfolio,WebInvestor
US92343V1044,1000,WebPortfolio,WebInvestor
US92345Y1064,1000,WebPortfolio,WebInvestor
US92532F1003,1000,WebPortfolio,WebInvestor
US92553P2011,1000,WebPortfolio,WebInvestor
US92826C8394,1000,WebPortfolio,WebInvestor
US9285634021,1000,WebPortfolio,WebInvestor
US9290421091,1000,WebPortfolio,WebInvestor
US9290891004,1000,WebPortfolio,WebInvestor
US9291601097,1000,WebPortfolio,WebInvestor
US9311421039,1000,WebPortfolio,WebInvestor
US9314271084,1000,WebPortfolio,WebInvestor
US93317Q1058,1000,WebPortfolio,WebInvestor
US94106L1098,1000,WebPortfolio,WebInvestor
US9418481035,1000,WebPortfolio,WebInvestor
US9497461015,1000,WebPortfolio,WebInvestor
US95040Q1040,1000,WebPortfolio,WebInvestor
US95082P1057,1000,WebPortfolio,WebInvestor
US9581021055,1000,WebPortfolio,WebInvestor
US9598021098,1000,WebPortfolio,WebInvestor
US96145D1054,1000,WebPortfolio,WebInvestor
US9621661043,1000,WebPortfolio,WebInvestor
US9633201069,1000,WebPortfolio,WebInvestor
US9662441057,1000,WebPortfolio,WebInvestor
US9663871021,1000,WebPortfolio,WebInvestor
US9668371068,1000,WebPortfolio,WebInvestor
US9694571004,1000,WebPortfolio,WebInvestor
US98138H1014,1000,WebPortfolio,WebInvestor
US98310W1080,1000,WebPortfolio,WebInvestor
US9831341071,1000,WebPortfolio,WebInvestor
US98389B1008,1000,WebPortfolio,WebInvestor
US9839191015,1000,WebPortfolio,WebInvestor
US98419M1009,1000,WebPortfolio,WebInvestor
US9884981013,1000,WebPortfolio,WebInvestor
US98954M1018,1000,WebPortfolio,WebInvestor
US98954M2008,1000,WebPortfolio,WebInvestor
US98956P1021,1000,WebPortfolio,WebInvestor
US98978V1035,1000,WebPortfolio,WebInvestor
VGG607541015,1000,WebPortfolio,WebInvestor
AEA000201011,1000,WebPortfolio,WebInvestor
AEA002001013,1000,WebPortfolio,WebInvestor
AEA002301017,1000,WebPortfolio,WebInvestor
AEA003001012,1000,WebPortfolio,WebInvestor
AED000201015,1000,WebPortfolio,WebInvestor
AED000601016,1000,WebPortfolio,WebInvestor
AED001501017,1000,WebPortfolio,WebInvestor
AEDFXA0M6V00,1000,WebPortfolio,WebInvestor
AEDFXA14NUL7,1000,WebPortfolio,WebInvestor
AEE000301011,1000,WebPortfolio,WebInvestor
AEE000401019,1000,WebPortfolio,WebInvestor
AEE001501015,1000,WebPortfolio,WebInvestor
AEF000201010,1000,WebPortfolio,WebInvestor
AEN000101016,1000,WebPortfolio,WebInvestor
AEN000501017,1000,WebPortfolio,WebInvestor
ANN6748L1027,1000,WebPortfolio,WebInvestor
ANN7716A1513,1000,WebPortfolio,WebInvestor
ARP125991090,1000,WebPortfolio,WebInvestor
ARP689251337,1000,WebPortfolio,WebInvestor
ARP9028N1016,1000,WebPortfolio,WebInvestor
ARP9308R1039,1000,WebPortfolio,WebInvestor
ARPERE010103,1000,WebPortfolio,WebInvestor
ARSIDE010029,1000,WebPortfolio,WebInvestor
AT00000FACC2,1000,WebPortfolio,WebInvestor
AT0000603709,1000,WebPortfolio,WebInvestor
AT0000609607,1000,WebPortfolio,WebInvestor
AT0000641352,1000,WebPortfolio,WebInvestor
AT0000644505,1000,WebPortfolio,WebInvestor
AT0000652250,1000,WebPortfolio,WebInvestor
AT0000676903,1000,WebPortfolio,WebInvestor
AT0000697750,1000,WebPortfolio,WebInvestor
AT0000741053,1000,WebPortfolio,WebInvestor
AT0000746409,1000,WebPortfolio,WebInvestor
AT0000785555,1000,WebPortfolio,WebInvestor
AT0000818802,1000,WebPortfolio,WebInvestor
AT0000821103,1000,WebPortfolio,WebInvestor
AT0000831706,1000,WebPortfolio,WebInvestor
AT0000837307,1000,WebPortfolio,WebInvestor
AT0000922554,1000,WebPortfolio,WebInvestor
AT0000937503,1000,WebPortfolio,WebInvestor
AT0000938204,1000,WebPortfolio,WebInvestor
AT0000946652,1000,WebPortfolio,WebInvestor
AT0000969985,1000,WebPortfolio,WebInvestor
AT0000A18XM4,1000,WebPortfolio,WebInvestor
AT0000APOST4,1000,WebPortfolio,WebInvestor
AT000KAPSCH9,1000,WebPortfolio,WebInvestor
AT00BUWOG001,1000,WebPortfolio,WebInvestor
AU000000AAC9,1000,WebPortfolio,WebInvestor
AU000000AAD7,1000,WebPortfolio,WebInvestor
AU000000ABC7,1000,WebPortfolio,WebInvestor
AU000000ABP9,1000,WebPortfolio,WebInvestor
AU000000ACX1,1000,WebPortfolio,WebInvestor
AU000000ADA7,1000,WebPortfolio,WebInvestor
AU000000AGI3,1000,WebPortfolio,WebInvestor
AU000000AGL7,1000,WebPortfolio,WebInvestor
AU000000AHG5,1000,WebPortfolio,WebInvestor
AU000000AHY8,1000,WebPortfolio,WebInvestor
AU000000AJA4,1000,WebPortfolio,WebInvestor
AU000000ALU8,1000,WebPortfolio,WebInvestor
AU000000ANN9,1000,WebPortfolio,WebInvestor
AU000000AOG1,1000,WebPortfolio,WebInvestor
AU000000API4,1000,WebPortfolio,WebInvestor
AU000000APO2,1000,WebPortfolio,WebInvestor
AU000000APX3,1000,WebPortfolio,WebInvestor
AU000000ARB5,1000,WebPortfolio,WebInvestor
AU000000ARI0,1000,WebPortfolio,WebInvestor
AU000000ASB3,1000,WebPortfolio,WebInvestor
AU000000ASL2,1000,WebPortfolio,WebInvestor
AU000000AST5,1000,WebPortfolio,WebInvestor
AU000000AWE9,1000,WebPortfolio,WebInvestor
AU000000BAL8,1000,WebPortfolio,WebInvestor
AU000000BAP9,1000,WebPortfolio,WebInvestor
AU000000BBG6,1000,WebPortfolio,WebInvestor
AU000000BDR9,1000,WebPortfolio,WebInvestor
AU000000BGA8,1000,WebPortfolio,WebInvestor
AU000000BKL7,1000,WebPortfolio,WebInvestor
AU000000BKN3,1000,WebPortfolio,WebInvestor
AU000000BKW4,1000,WebPortfolio,WebInvestor
AU000000BPT9,1000,WebPortfolio,WebInvestor
AU000000BRB3,1000,WebPortfolio,WebInvestor
AU000000BRG2,1000,WebPortfolio,WebInvestor
AU000000BSL0,1000,WebPortfolio,WebInvestor
AU000000BTT1,1000,WebPortfolio,WebInvestor
AU000000BWP3,1000,WebPortfolio,WebInvestor
AU000000CAB7,1000,WebPortfolio,WebInvestor
AU000000CAR3,1000,WebPortfolio,WebInvestor
AU000000CAS1,1000,WebPortfolio,WebInvestor
AU000000CCP3,1000,WebPortfolio,WebInvestor
AU000000CGC2,1000,WebPortfolio,WebInvestor
AU000000CHC0,1000,WebPortfolio,WebInvestor
AU000000CKF7,1000,WebPortfolio,WebInvestor
AU000000CLH1,1000,WebPortfolio,WebInvestor
AU000000CMW8,1000,WebPortfolio,WebInvestor
AU000000CQR9,1000,WebPortfolio,WebInvestor
AU000000CSR5,1000,WebPortfolio,WebInvestor
AU000000CTD3,1000,WebPortfolio,WebInvestor
AU000000CVO6,1000,WebPortfolio,WebInvestor
AU000000CWP1,1000,WebPortfolio,WebInvestor
AU000000CWY3,1000,WebPortfolio,WebInvestor
AU000000CYB7,1000,WebPortfolio,WebInvestor
AU000000DLX6,1000,WebPortfolio,WebInvestor
AU000000DOW2,1000,WebPortfolio,WebInvestor
AU000000DRM6,1000,WebPortfolio,WebInvestor
AU000000DUE7,1000,WebPortfolio,WebInvestor
AU000000ECX3,1000,WebPortfolio,WebInvestor
AU000000EHE2,1000,WebPortfolio,WebInvestor
AU000000EML7,1000,WebPortfolio,WebInvestor
AU000000ERA9,1000,WebPortfolio,WebInvestor
AU000000EVN4,1000,WebPortfolio,WebInvestor
AU000000EVT1,1000,WebPortfolio,WebInvestor
AU000000EWC5,1000,WebPortfolio,WebInvestor
AU000000FET4,1000,WebPortfolio,WebInvestor
AU000000FXL1,1000,WebPortfolio,WebInvestor
AU000000GDI7,1000,WebPortfolio,WebInvestor
AU000000GEM7,1000,WebPortfolio,WebInvestor
AU000000GMA5,1000,WebPortfolio,WebInvestor
AU000000GNC9,1000,WebPortfolio,WebInvestor
AU000000GOR5,1000,WebPortfolio,WebInvestor
AU000000GOZ8,1000,WebPortfolio,WebInvestor
AU000000GTY0,1000,WebPortfolio,WebInvestor
AU000000GUD2,1000,WebPortfolio,WebInvestor
AU000000GWA4,1000,WebPortfolio,WebInvestor
AU000000GXL9,1000,WebPortfolio,WebInvestor
AU000000GXY2,1000,WebPortfolio,WebInvestor
AU000000HSN3,1000,WebPortfolio,WebInvestor
AU000000HSO1,1000,WebPortfolio,WebInvestor
AU000000IEL5,1000,WebPortfolio,WebInvestor
AU000000IFL2,1000,WebPortfolio,WebInvestor
AU000000IFN8,1000,WebPortfolio,WebInvestor
AU000000IGO4,1000,WebPortfolio,WebInvestor
AU000000IGS5,1000,WebPortfolio,WebInvestor
AU000000INM4,1000,WebPortfolio,WebInvestor
AU000000IOF6,1000,WebPortfolio,WebInvestor
AU000000IPH9,1000,WebPortfolio,WebInvestor
AU000000IPL1,1000,WebPortfolio,WebInvestor
AU000000IRE2,1000,WebPortfolio,WebInvestor
AU000000ISD2,1000,WebPortfolio,WebInvestor
AU000000IVC8,1000,WebPortfolio,WebInvestor
AU000000JBH7,1000,WebPortfolio,WebInvestor
AU000000JHC5,1000,WebPortfolio,WebInvestor
AU000000KAR6,1000,WebPortfolio,WebInvestor
AU000000KGL6,1000,WebPortfolio,WebInvestor
AU000000LNG0,1000,WebPortfolio,WebInvestor
AU000000LNK2,1000,WebPortfolio,WebInvestor
AU000000MDL9,1000,WebPortfolio,WebInvestor
AU000000MFG4,1000,WebPortfolio,WebInvestor
AU000000MGX7,1000,WebPortfolio,WebInvestor
AU000000MHJ4,1000,WebPortfolio,WebInvestor
AU000000MIN4,1000,WebPortfolio,WebInvestor
AU000000MLD9,1000,WebPortfolio,WebInvestor
AU000000MLX7,1000,WebPortfolio,WebInvestor
AU000000MMS5,1000,WebPortfolio,WebInvestor
AU000000MND5,1000,WebPortfolio,WebInvestor
AU000000MOY9,1000,WebPortfolio,WebInvestor
AU000000MQA4,1000,WebPortfolio,WebInvestor
AU000000MSB8,1000,WebPortfolio,WebInvestor
AU000000MTR2,1000,WebPortfolio,WebInvestor
AU000000MVF3,1000,WebPortfolio,WebInvestor
AU000000MYO9,1000,WebPortfolio,WebInvestor
AU000000MYR2,1000,WebPortfolio,WebInvestor
AU000000MYS0,1000,WebPortfolio,WebInvestor
AU000000MYX0,1000,WebPortfolio,WebInvestor
AU000000NAN9,1000,WebPortfolio,WebInvestor
AU000000NEA8,1000,WebPortfolio,WebInvestor
AU000000NEC4,1000,WebPortfolio,WebInvestor
AU000000NHF0,1000,WebPortfolio,WebInvestor
AU000000NSR2,1000,WebPortfolio,WebInvestor
AU000000NST8,1000,WebPortfolio,WebInvestor
AU000000NUF3,1000,WebPortfolio,WebInvestor
AU000000NVT2,1000,WebPortfolio,WebInvestor
AU000000NXT8,1000,WebPortfolio,WebInvestor
AU000000OFX5,1000,WebPortfolio,WebInvestor
AU000000OML6,1000,WebPortfolio,WebInvestor
AU000000ORA8,1000,WebPortfolio,WebInvestor
AU000000ORE0,1000,WebPortfolio,WebInvestor
AU000000PAN4,1000,WebPortfolio,WebInvestor
AU000000PDN8,1000,WebPortfolio,WebInvestor
AU000000PGH3,1000,WebPortfolio,WebInvestor
AU000000PLG5,1000,WebPortfolio,WebInvestor
AU000000PLS0,1000,WebPortfolio,WebInvestor
AU000000PMV2,1000,WebPortfolio,WebInvestor
AU000000PPT9,1000,WebPortfolio,WebInvestor
AU000000PRG2,1000,WebPortfolio,WebInvestor
AU000000PRU3,1000,WebPortfolio,WebInvestor
AU000000PRY5,1000,WebPortfolio,WebInvestor
AU000000QUB5,1000,WebPortfolio,WebInvestor
AU000000RCG0,1000,WebPortfolio,WebInvestor
AU000000RCR7,1000,WebPortfolio,WebInvestor
AU000000REA9,1000,WebPortfolio,WebInvestor
AU000000REG6,1000,WebPortfolio,WebInvestor
AU000000RFG3,1000,WebPortfolio,WebInvestor
AU000000RMS4,1000,WebPortfolio,WebInvestor
AU000000RRL8,1000,WebPortfolio,WebInvestor
AU000000RSG6,1000,WebPortfolio,WebInvestor
AU000000RWC7,1000,WebPortfolio,WebInvestor
AU000000RXP7,1000,WebPortfolio,WebInvestor
AU000000S320,1000,WebPortfolio,WebInvestor
